Condo Name (ID),Address,Status,Last Update,Request Received Date,Review Completion Date,id
1000 WEST WASHINGTON LOFTS (002357),1000 W WASHINGTON BLVDCHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,01/08/2015,01/26/2015,529550
1001 MADISON CONDOMINIUM (001113),CHICAGO IL 60602 COOK ,Accepted Without Conditions,Unavailable,07/27/2012,08/01/2012,485024
101 N PINE COURT (000192),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288250
1015 W. JACKSON (002496),1015 W JACKSON BLVDCHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,05/02/2016,05/04/2016,559791
1020 NORTH MOZART CONDOS (002269),1020 N MOZART STCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,12/16/2013,01/03/2014,510127
1025 N. WOOD CONDOMINIUM (002252),ASSOCIATIONCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,09/16/2013,10/01/2013,506024
1045 W ALTGELD (000323),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288373
1047 N. HONORE (002375),CONDOMINIUMCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,03/09/2015,04/21/2015,532590
105 N PINE COURT (000193),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288251
1050 WEST DIVERSEY CONDO (002467),1050 WEST DIVERSEY PARKWAYCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,02/19/2016,03/28/2016,554552
1058 -1060 WEST LAWRENCE (001363),CHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,10/16/2012,10/16/2012,489404
111 N PINE COURT (000183),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288241
1111 W PRATT (000285),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288337
1115 S PLYMOUTH COURT (001504),CHICAGO IL 60607 -  0000 COOK ,HUD Accepted,Unavailable,09/14/2011,Unavailable,289489
1120 ARMITAGE (000872),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288904
1122-1124 WEST DIVERSEY (002307),CONDOMINIUM ASSOCIATIONCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,06/09/2014,06/17/2014,518206
1130-1134 WEST DIVERSEY (002308),CONDOMINIUM ASSOCIATIONCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,06/09/2014,06/23/2014,518207
1131 WEST ADDISON CONDOMINIUM (002395),1131 W ADDISON ST.CHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,06/02/2015,06/02/2015,538211
120 WEST CHICAGO CONDOMINIUM (000199),CHICAGO IL 60302 COOK ,Accepted Without Conditions,Unavailable,03/28/2012,Unavailable,479546
1212 N LASALLE (000744),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288779
1216-1218 W SHERWIN (000588),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288631
1226 N. NOBLE CONDOMINIUM (000088),CHICAGO IL 60642 COOK ,Accepted Without Conditions,Unavailable,01/05/2012,Unavailable,476304
1242 W JACKSON CONDOMINIUM (002280),1242 W JACKSON BLVDCHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,01/28/2014,02/25/2014,511846
1244 NORTH WOOD CONDOMINIUM (000067),CHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,10/14/2011,10/26/2011,473404
1245 W OHIO AVENUE CONDO ASSOC (002288),1245 W OHIO STCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,03/06/2014,04/23/2014,513527
1248-1254 W THORNDALE (000191),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288249
1250 NORTH LASALLE (000996),CHICAGO IL 60610 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289020
1251-1265 W GRANVILLE AVE COND (002497),1251 GRANVILLE AVECHICAGO IL 60660 COOK ,Accepted Without Conditions,Unavailable,05/02/2016,06/13/2016,559851
1310-1312 E 54TH STREET (000620),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288660
1322 W HURON (000973),CHICAGO IL 60622 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288998
1324 W PRATT CONDO ASSOCIATION (002541),1324 W PRATT BLVDCHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,09/02/2016,09/08/2016,567752
1325-27 W. ALBION (002294),CONDOMINIUM ASSOCIATIONCHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,04/15/2014,04/24/2014,515428
1343 GREENLEAF (000123),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,187272
1400 MUSEUM PARK (IL0734),CONDOMINIUMSCHICAGO IL 60605 COOK ,HUD Accepted,Unavailable,12/17/2008,12/17/2008,411823
1410 - 1412 W ARGYLE (001190),CHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,08/14/2012,08/14/2012,485624
1410-1412 BRYN MAWR (000528),1410-12 BRYN MAWRCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288571
1416 N CAMPBELL CONDOMINIUMS (000010),CHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,02/22/2011,02/22/2011,462923
1416 N NOBLE (000925),CHICAGO IL 60622 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288957
1417-19 W ARTHUR (002468),1417-19 W ARTHURCHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,02/29/2016,03/09/2016,554832
1421 WEST AUGUSTA (IL1122),CONDOMINIUMSCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,05/04/2010,05/13/2010,450124
1431-1433 ROSEMONT (000701),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288737
1435 W BELLE PLAINE AVE (000698),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288734
1439-41 W AUGUSTA (IL0834),CONDOMINIUMCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,05/04/2009,05/04/2009,422604
1441 W FARWELL (000377),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288422
1442-1444 W FARGO AVENUE (000602),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288644
1464 W ERIE ST. CONDO (000055),ASSOCIATIONCHICAGO IL 60642 COOK ,Accepted With Conditions,Unavailable,07/25/2011,Unavailable,470203
1473-1475 WEST IRVING PK RD (002235),1473-1475 W IRVING PARK RDCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,05/08/2013,06/14/2013,500304
1513 W. FARGO (002248),1513 W. FARGO AVECHICAGO IL 60626 USA ,Accepted Without Conditions,Unavailable,08/14/2013,09/24/2013,505384
1515 MICHIGAN AVENUE (000928),CHICAGO IL 60605 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288960
1516 N STATE PARKWAY (000549),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288592
1517 WEST BYRON CONDOMINIUM (002291),1517 W. BYRONCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,03/19/2014,04/16/2014,514206
1517-21 N PAULINA CONDO (002406),N PAULINACHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,06/29/2015,07/06/2015,540632
1531 NORTH BOSWORTH (IL0622),CONDOMINIUMSCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,08/06/2008,08/07/2008,401543
1533 W ARDMORE CONDO ASSOCIATI (002260),1533 WEST ARDMORECHICAGO IL 60660 COOK ,Accepted With Conditions,Unavailable,11/15/2013,12/04/2013,508986
1550 N LAKE SHORE DRIVE (000762),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288796
1600 MUSEUM PARK (IL0831),CONDOMINIUMCHICAGO IL 60616 COOK ,HUD Accepted,Unavailable,04/28/2009,04/30/2009,422263
1616 N. BELL (002127),CHICAGO IL 60647 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290082
1628 NORTH BOSWORTH (002231),CONDOMINIUM ASSOCIATIONCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,05/10/2013,05/28/2013,499764
1633 N WESTERN CONDOMINIUMS (002273),1633 N WESTERN AVECHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,01/16/2014,02/06/2014,511245
1636 WEST MELROSE CONDOMINIUM (002334),LOTS 14&15 B8 GROSS NORTH ADDCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,09/27/2014,09/25/2014,524127
1640-48 NORTH BURLING (001148),CONDOMINIUMCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,07/01/2012,07/01/2012,485046
1644 W CULLERTON CONDOMINIUM (002414),1644 W. CULLERTONCHICAGO IL 60608 COOK ,Accepted Without Conditions,Unavailable,07/28/2015,07/30/2015,542291
1648 W. NORTH CONDOMINIUM (002310),LOT 13 IN FITCH'S SUBDIVISIONCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,06/20/2014,06/20/2014,518868
1648 WEST HOLLYWOOD (000903),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288935
1653 W. CORTLAND (000200),CHICAGO IL 60622 USA ,Accepted Without Conditions,Unavailable,03/26/2012,05/07/2012,479564
1660 N LASALLE (000548),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288591
1667 N BISSELL (000164),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288222
1709-1711 NORTH ROCKWELL (IL0968),CONDOCHICAGO IL 60647 COOK ,HUD Accepted,Unavailable,09/21/2009,09/23/2009,437331
1718 WEST SUPERIOR CONDOMINIUM (000128),CHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,03/09/2012,Unavailable,478644
1720 S MICHIGAN (IL0877),1720 S MICHIGANCHICAGO IL 60616 COOK ,Accepted Without Conditions,Unavailable,06/12/2009,06/12/2009,426443
1740 W CATALPA CONDO (002409),1740 W CATALPACHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,06/17/2015,07/27/2015,541474
1743 N WASHTENAW CONDOMINIUM (002421),1743 N WASHTENAW AVENUECHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,08/18/2015,08/18/2015,543391
175 E DELAWARE PLACE (000173),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288231
1755 N ARTESIAN (IL1035),CONDOMINIUMCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,11/25/2009,12/01/2009,442783
1763 WEST MORSE (IL0700),CONDOMINIUMSCHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,10/20/2008,10/27/2008,407863
1839 N WHIPPLE 3 (IL0330),CHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,09/12/2006,Unavailable,366383
1851 WHIPPLE CONDOMINIUM (002193),1851 NORTH WHIPPLE STREETCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,12/28/2012,12/28/2012,493224
1866 N. SHEFFIELD (002315),1866 N. SHEFFIELDCHICAGO IL 66666 COOK ,Accepted Without Conditions,Unavailable,07/17/2014,08/19/2014,520286
1901 WEST CHICAGO CONDO ASSOC (002435),1901 W CHICAGOCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,10/29/2015,11/03/2015,548253
1904 W DICKENS (000862),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288894
1920 WEST DICKENS (IL0812),CONDOMINUMCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,04/03/2009,04/07/2009,420163
1923 WEST CHICAGO (IL1069),CONDOMINIUMSCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,02/03/2010,Unavailable,446383
1924 N HONORE CONDOMINIUM ASSO (002074),1924 N. HONROE STCHICAGO IL 60602 COOK ,Accepted Without Conditions,Unavailable,11/20/2012,11/23/2012,491744
1931 W BELMONT (002438),1931 W. BELMONT AVECHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,11/03/2015,09/07/2016,548412
1934 N. ROCKWELL (IL0875),CONDOMINIUMSCHICAGO IL 60618 COOK ,HUD Accepted,Unavailable,06/11/2009,06/11/2009,426404
1937 W. DIVERSEY (IL1195),CONDOMINIUM  ASSOCIATIONCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,09/09/2010,Unavailable,456043
1938 N HOWE (001010),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,289032
1958 WEST FOSTER CONDOMINIUM (002316),1958 W FOSTER AVECHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,07/18/2014,07/18/2014,520287
2000 W HADDON (000694),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288730
201 E WALTON (000280),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288332
2020 LINCOLN PARK WEST (000447),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288491
2023 WEST SUPERIOR CONDO (001307),CHICAGO IL 60612 COOK ,Accepted Without Conditions,Unavailable,09/14/2012,09/14/2012,487744
2032 W FARRAGUT (IL0893),CHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,06/30/2009,07/01/2009,428363
2033 W. RICE CONDOMINIUM (000038),ASSOCIATIONCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,05/24/2011,06/09/2011,467463
2033 W. RICE CONDOMINIUM (000039),ASSOCIATIONCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,05/25/2011,06/09/2011,467464
2033 WEST SUPERIOR (IL0826),CONDOMINIUM ASSOCIATIONCHICAGO IL 60612 COOK ,Accepted Without Conditions,Unavailable,04/24/2009,04/27/2009,422023
2037 W. MORSE CONDOMINIUM (IL1163),ASSOCIATIONCHICAGO IL 60645 COOK ,Accepted Without Conditions,Unavailable,07/01/2010,Unavailable,453364
2038 SPAULDING (IL1020),CONDOMINIUMCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,11/04/2009,11/05/2009,440963
2038 WEBSTER CONDOMINIUMS (000127),CHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,03/02/2012,Unavailable,478283
2045 W. MORSE CONDOMINIUM (002208),2045 W. MORSECHICAGO IL 60645 COOK ,Accepted Without Conditions,Unavailable,03/07/2013,03/19/2013,496884
2047 W. BELMONT AVE CONDO ASSO (000615),CHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,05/22/2012,05/22/2012,481806
2051-2061 E 72ND STREET (000535),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288578
2054 W MORSE AVE (000487),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288531
2107 W FLETCHER (002368),CONDO ASSOCCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,01/28/2015,03/12/2015,530651
2114 WEST CRYSTAL (002540),2114 WEST CRYSTALCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,08/26/2016,09/06/2016,567652
212 EAST (002191),CONDOMINIUMCHICAGO IL 60616 COOK ,Accepted Without Conditions,Unavailable,12/11/2012,01/02/2013,492704
2120 N. CLEVELAND AVE (000092),CHICAGO IL 60614 USA ,Accepted Without Conditions,Unavailable,01/31/2012,Unavailable,477264
2121 N SHEFFIELD (000426),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288471
2133 N. CAMPBELL CONDOMINIUMS (002501),2133 N. CAMPBELL AVECHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,05/10/2016,05/11/2016,560491
2141 W GLADYS AVE (IL0894),CONDOMINIUMCHICAGO IL 60612 COOK ,Accepted With Conditions,Unavailable,06/30/2009,07/01/2009,428383
2142 N NATCHEZ CONDOMINIUM (001891),2142 N NATCHEZ AVENUECHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,08/30/2013,08/30/2013,505204
2144 LINCOLN PARK WEST (000705),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288741
2150 W NORTH AVE CONDO ASSOC (002304),2150 W. NORTH AVECHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,05/14/2014,06/16/2014,517026
2152 WEST MONROE ST. (IL1153),CONDOMINIUMCHICAGO IL 60612 COOK ,Accepted With Conditions,Unavailable,06/15/2010,Unavailable,452266
2153 W BELMONT AVE (002536),CONDOCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,08/17/2016,08/24/2016,566932
2200 WEST MADISON (IL1129),CONDOMINIUMCHICAGO IL 60612 COOK ,Accepted Without Conditions,Unavailable,05/13/2010,05/13/2010,450607
2215 N CAMPBELL CONDOMINIUM (002247),ASSOCIATIONCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,07/26/2013,09/03/2013,503585
2215-17  FOSTER (IL0933),CONDOMINIUMCHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,08/13/2009,08/24/2009,434404
222 EAST PEARSON CONDOMINIUM (000064),CHICAGO IL 60611 COOK ,Accepted With Conditions,Unavailable,09/22/2011,09/23/2011,472623
2241 W ROSCOE CONDO (002258),2241 W ROSCOE STCHICAGO IL 60618 -  6238 COOK ,Accepted Without Conditions,Unavailable,11/15/2013,11/15/2013,508784
2254 W ARTHUR AVE CONDOS (002548),W ARTHUR AVENUECHICAGO IL 60645 COOK ,Accepted Without Conditions,Unavailable,09/13/2016,09/15/2016,568373
230 E ONTARIO (000711),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288747
2300 COMMONWEALTH CONDO (002351),2300 N COMMONWEALTHCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,11/07/2014,12/04/2014,526867
2333 GENEVA TERRACE CONDO (002198),2333 N GENEVA TERRACECHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,01/10/2013,02/12/2013,493964
2336 COMMONWEALTH (000465),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288509
2339 W. MEDILL MANOR (000356),CONDOMINIUMCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,04/26/2012,05/23/2012,481024
2363 EAST 70TH STREET (IL1217),CONDOMINIUMCHICAGO IL 60649 COOK ,Accepted Without Conditions,Unavailable,10/29/2010,11/08/2010,458307
2417-19 W FOSTER (002342),2417-19 W FOSTER AVECHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,10/17/2014,11/05/2014,525347
2424 CHICAGO (002314),CONDOMINIUMSCHICAGO IL 60645 COOK ,Accepted With Conditions,Unavailable,07/03/2014,07/24/2014,519647
2436-38 W CORTEZ (IL1162),CHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,07/06/2010,Unavailable,454303
2447 W IRVING PARK CONDOMINUIM (002374),2447 W IRVING PARKCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,02/27/2015,03/02/2015,532430
2449 WEST CORTEZ CONDOMINIUM (002337),2449 WEST CORTEZ STREET.CHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,09/25/2014,10/15/2014,524667
2455 W. WALTON STREET (002246),2455 W. WALTON STREETCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,07/08/2013,07/22/2013,502844
247 E CHESTNUT (000438),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288482
2522 W CHICAGO AVE CONDO (000708),2522 W CHICAGO AVECHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,08/15/2013,08/29/2013,504665
253 E DELAWARE (000203),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288259
2533-35 WEST CORTLAND ST (IL1152),CONDO ASSNCHICAGO IL 60641 COOK ,Accepted With Conditions,Unavailable,06/07/2010,06/15/2010,452248
2540 WEST DIVERSEY (IL0426),CHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,07/23/2007,07/24/2007,379863
2700 N HAMPDEN COURT (000777),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288810
2707-11 W. ALTGELD/2454-56 N. (001017),WASHETENAW CONDOMINIUMSCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,07/24/2012,07/24/2012,484565
2710 W CHICAGO CONDO (002377),2710 W CHICAGO AVECHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,03/06/2015,03/31/2015,532710
2710-2712 N FAIRFIELD (002476),2710-2712 N FAIRFIELDCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,03/15/2016,03/16/2016,556071
2714-2716 N SAWYER (000890),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288922
2727-2729 N SHEFFIELD CONDOMIN (002537),2727-2729 NORTH SHEFFIELDCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,08/24/2016,08/25/2016,567073
2728 W 87TH ST (001280),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289285
2837 N. HARLEM AVE (IL0928),CONDOMINIUMSCHICAGO IL 60707 COOK ,HUD Accepted,Unavailable,08/06/2009,08/11/2009,432583
2867 WEST PALMER CONDOMINIUM (002404),2867 WEST PALMER STREETCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,06/29/2015,06/29/2015,540311
2907 W. ARGYLE T/H (000832),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288864
2934 WEST MONTROSE CONDO (002509),2934 W MONTROSECHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,05/25/2016,06/20/2016,561393
30 EAST HURON CONDOMINIUM (002489),30 EAST HURONCHICAGO IL 60611 COOK ,Accepted Without Conditions,Unavailable,04/18/2016,04/19/2016,558772
3020 N SHEFFIELD CONDOMINIUMS (002506),3020 N SHEFFIELDCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,05/18/2016,05/20/2016,560991
3025 LINCOLN (002210),CONDOMINIUMSCHICAGO IL 60622 COOK ,Accepted Without Conditions,Unavailable,03/20/2013,04/15/2013,497304
3025 NORTH CALIFORNIA CONDOS (002322),CONDOCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,08/01/2014,08/14/2014,521207
3033 SHERIDAN TOWER CONDOMINIU (002256),3033 SHERIDAN RDCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,10/28/2013,11/12/2013,507964
3043 W WASHINGTON (IL0656),CONDOMINIUMSCHICAGO IL 60612 COOK ,Accepted With Conditions,Unavailable,09/18/2008,09/18/2008,405043
3046-48 N. OAKLEY (IL1169),CONDOMINIUMCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,07/16/2010,08/16/2010,453863
3100-02 LYNDALE (IL1139),CONDOMINIUM ASSOCIATIONCHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,05/28/2010,Unavailable,451464
3110 N SHERIDAN (IL1183),CONDOMINIUMCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,08/10/2010,08/18/2010,455106
3124 W WALTON (000009),CONDOMINIUMSCHICAGO IL 60622 COOK ,HUD Accepted,Unavailable,01/31/2011,02/01/2011,462163
3133 NORTH LAKEWOOD (IL0946),CONDOMINIUMSCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,08/25/2009,08/25/2009,435383
3312 OAKLEY (000664),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288700
3312 W DIVERSEY AVENUE (IL0559),CONDOMINIUMCHICAGO IL 60647 COOK ,Accepted With Conditions,Unavailable,05/09/2008,05/13/2008,396543
3319 N. SEMINARY AVENUE (IL1021),CONDOMINIUMSCHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,11/04/2009,11/05/2009,440983
3320 EASTWOOD (IL1009),CONDOMINIUMCHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,10/26/2009,10/26/2009,440464
3323 S. PRAIRIE LLC (000211),CHICAGO IL 60616 COOK ,Accepted Without Conditions,Unavailable,04/16/2012,04/16/2012,480185
3362 SOUTH PRAIRIE (IL0949),CONDOMINIUMCHICAGO IL 60616 COOK ,Accepted With Conditions,Unavailable,09/01/2009,09/14/2009,436183
339 BARRY (000333),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288382
3442-3444 NORTH ASHLAND AVENUE (001376),CONDOMINIUMSCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,10/24/2012,11/26/2012,489844
3505 NORTH ELSTON (IL1062),CONDOMINIUMCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,01/22/2010,02/04/2010,445903
3513 N SHEFFIELD (000635),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288675
3535 NORTH WILTON CONDOMINIUMS (002478),3535 NORTH WILTON AVECHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,03/14/2016,04/18/2016,556131
3535 SOUTH PRAIRIE (IL0283),CONDOMINIUMCHICAGO IL 60616 COOK ,Accepted Without Conditions,Unavailable,05/04/2006,05/04/2006,360640
3553 W MONTROSE AVE (IL0631),CONDOMINIUMCHICAGO IL 60618 COOK ,Accepted With Conditions,Unavailable,08/12/2008,08/14/2008,402144
3606 W. WRIGHTWOOD AVE (000947),CHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,06/08/2012,Unavailable,482685
3624 S. CALUMET (010002),CHICAGO IL 60653 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290135
3701 SOUTH LOWE CONDO (002495),3701 S LOWE AVECHICAGO IL 60609 COOK ,Accepted Without Conditions,Unavailable,05/02/2006,08/03/2016,559771
3719 INDIANA SOUTH CONDOMINIUM (002253),3719 INDIANA SOUTHCHICAGO IL 60653 COOK ,Accepted Without Conditions,Unavailable,09/23/2013,12/13/2013,506305
3753 N CLIFTON (000097),CONDOMINIUMSCHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,02/10/2012,03/09/2012,477506
3754-56 NORTH LAWNDALE (IL1100),CONDOMINIUMCHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,03/22/2010,04/01/2010,448483
3757 N CLIFTON (002465),CLIFTON AVECHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,02/22/2016,02/24/2016,554431
3802-3804 N HAMILTON (000814),CHICAGO IL 60618 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288847
3805-09 NORTH WAYNE CONDOMINIU (000042),CHICAGO IL 60613 COOK ,Accepted Without Conditions,Unavailable,06/06/2011,06/06/2011,467843
