Condo Name (ID),Address,Status,Last Update,Request Received Date,Review Completion Date,id
HERITAGE RESIDENCES (IL0708),CONDOSCHICAGO IL 60623 COOK ,HUD Accepted,Unavailable,10/29/2008,10/29/2008,408103
HERMITAGE (000861),70 WEST HURONCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288893
HIGHLAND TERRACE (000102),1814 W 79TH STCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288173
HUBBARD POINT (002303),CONDOMINIUMSCHICAGO IL 60602 COOK ,Accepted Without Conditions,Unavailable,05/08/2014,06/02/2014,516746
INDEPENDENCE PLACE (000975),CHICAGO IL 60624 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289000
INDIANA GRAND (IL0623),CONDOMINIUMSCHICAGO IL 60615 COOK ,Accepted With Conditions,Unavailable,08/08/2008,08/11/2008,401723
INGLESIDE (010003),CHICAGO IL 60615 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290136
INGLESIDE COMMONS (000419),5211-13 S INGLESIDECHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288464
INNISBROOK 1 CONDOMINIUM ASSOC (000017),CHICAGO IL 60656 COOK ,Accepted Without Conditions,Unavailable,03/07/2011,03/08/2011,463643
JARVIS ROCKWELL (000541),2604 W JARVISCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288584
JAZZ ON THE BOULEVARD (IL0654),S DREXEL BLVDCHICAGO IL 60610 COOK ,Accepted Without Conditions,Unavailable,06/15/2008,06/15/2008,404726
JULIANA TERRACE CONDOMINIUMS (IL0886),N ASHLAND AVECHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,01/06/2016,01/08/2016,427466
KEDVALE TERRACE (000261),4337-43 N KEDVALECHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288313
KEDZIE (000989),CHICAGO IL 60629 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289014
KELSEY COURT CONDOMINIUM (000074),ASSOCIATIONCHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,10/31/2011,11/21/2011,474064
KENILWORTH PLACE CONDOMINIUMS (000939),CHICAGO IL 60302 COOK ,Accepted Without Conditions,Unavailable,06/04/2012,Unavailable,482684
KENMORE AVENUE CONDO (002284),5107 NORTH KENMORECHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,02/28/2014,03/18/2014,513045
KENMORE-LELAND WEST (000279),4654 N KENMORECHICAGO IL 60607 -  0000 COOK ,Accepted Without Conditions,Unavailable,02/02/2001,Unavailable,288331
KENNELLY SQUARE (000150),1749 N WELLSCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288210
KENTON COURT (000683),5311-29 N KENMORECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288719
KENWOOD SQUARE (000024),CHICAGO IL 60637 COOK ,HUD Accepted,Unavailable,04/11/2011,04/12/2011,465343
KEYSTONE TERRACE (000370),4228 N KEYSTONECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288415
KILDARE-ROSCOE (002507),3354-58 N. KILDARECHICAGO IL 60641 COOK ,Accepted Without Conditions,Unavailable,05/18/2016,05/23/2016,561011
KIMBALL COURT CONDOMINIUM (000013),CHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,02/25/2011,04/05/2011,463384
KIMBALL MANOR CONDOMINIUM (IL1054),CHICAGO IL 60618 COOK ,Accepted With Conditions,Unavailable,01/08/2010,01/13/2010,446823
KINGS COURT (000287),3708 N SHEFFIELDCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288339
KINGS COURT UNIT 1 (001333),4550 W 57TH STCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289334
KINGS COURT UNIT 2 (001799),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289775
LAKE PARK GATEWAY II (000029),CHICAGO IL 60653 COOK ,HUD Accepted,Unavailable,04/18/2011,04/22/2011,465864
LAKE POINT TOWER (000670),LAKE SHORE DRIVECHICAGO IL 60611 -  0000 COOK ,Accepted Without Conditions,Unavailable,01/01/2009,01/01/2009,288706
LAKEFRONT PLACE (MNC040),CONDOMINIUMSCHICAGO IL 60649 COOK ,HUD Accepted,Unavailable,01/21/2004,01/27/2004,340860
LAKESHORE POINTE (IL1025),CONDOMINIUMCHICAGO IL 60601 COOK ,Accepted Without Conditions,Unavailable,11/18/2009,11/19/2009,441943
LAKESIDE APARTMENTS (000252),804-814 W LAKESIDECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288305
LAKESIDE LOFTS (IL0804),CONDOMINIUMCHICAGO IL 60616 COOK ,Accepted Without Conditions,Unavailable,03/24/2009,03/27/2009,419363
LAKEVIEW LOFT (000704),3201 N SEMINARYCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288740
LAKEWOOD MANOR (000732),5955-57 N LAKEWOODCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288768
LANDMARK (000702),4059-61 N SHERIDAN RDCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288738
LANDMARK LOFTS (000935),CHICAGO IL 60605 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288966
LASALLE TERRACE (000229),1540 N LASALLECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288283
LE JANET CONDOMINIUMS (IL0913),CHICAGO IL 60626 COOK ,HUD Accepted,Unavailable,07/24/2009,07/27/2009,431184
LE SOLEIL CONDO ASSOCIATION (002194),1410 SUNNYSIDECHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,12/28/2012,01/23/2013,493464
LELAND CIRCLE (000864),912-914 W LELANDCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288896
LELAND CROSSING CONDOMINIUMS (002392),LOT1-5 B13 NW E1/2 NE1/4S14T40CHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,05/14/2015,05/28/2015,537013
LELAND STATION CONDOMINIUMS (002420),3214 W LELAND AVENUECHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,08/14/2015,08/14/2015,543371
LEXINGTON-KEDZIE III (IL0692),CHICAGO IL 60612 COOK ,HUD Accepted,Unavailable,10/15/2008,10/15/2008,406945
LIBRARY TOWER CONDOMINIUM (000032),CHICAGO IL 60605 COOK ,Accepted Without Conditions,Unavailable,05/10/2011,05/10/2011,466703
LINCOLN LOFTS (000866),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288898
LINCOLN PARK TOWER (000423),1960 N LINCOLN PARKCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288468
LINCOLN SQUARE (002383),5008 N. LINCOLN AVECHICAGO IL 60625 COOK ,Accepted Without Conditions,Unavailable,04/13/2015,05/04/2015,535031
LINDEN GROVE I (002110),CHICAGO IL 60625 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290068
LINDEN GROVE II (002111),CHICAGO IL 60625 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290069
LINDEN GROVE III (002112),CHICAGO IL 60625 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290070
LINDEN GROVE IV (002113),CHICAGO IL 60625 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290071
LINDEN GROVE V (002114),CHICAGO IL 60625 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290072
LOFT 63 CONDOMINIUM (IL1138),ASSOCIATIONCHICAGO IL 60637 COOK ,Accepted Without Conditions,Unavailable,05/21/2010,05/26/2010,451204
LOGAN VIEW CONDOMINIUMS (IL0712),CHICAGO IL 60647 COOK ,Accepted Without Conditions,Unavailable,11/07/2008,11/10/2008,408983
LONGWOOD TOWERS (010005),CHICAGO IL 60643 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290138
LOPICCOLO-PALAZZO (000506),1518-20 W WILSONCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288550
LUNT ARMS CONDOMINIUM (IL0788),CHICAGO IL 60621 COOK ,HUD Accepted,Unavailable,03/09/2009,03/09/2009,417603
LUNT BY THE PARK (000700),2443-45 W LUNTCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288736
LUNT COURT (000525),1215-27 W LUNTCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288568
LUNT ON THE LAKE CONDO (002423),1309 W LUNT AVECHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,08/19/2015,09/02/2015,543732
LV LOFTS CONDOMINIUM (IL0859),CHICAGO IL 60657 COOK ,HUD Accepted,Unavailable,05/27/2009,06/02/2009,425323
MADISON MANOR 2 (002432),WEST MADISON STREETCHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,10/19/2015,10/20/2015,547331
MAGGIE'S COURT (001741),CHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,289719
MAGNOLIA PARK (000789),4620 N MAGNOLIACHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288822
MAGNOLIA TERRACE (IL0428),CONDOMINIUMSCHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,07/27/2007,07/30/2007,380023
MAGNOLIA VIEWS (000857),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288889
MAISON GRIEMERE CONDOMINIUM (000047),CHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,06/20/2011,06/27/2011,468844
MAJESTES CONDOMINIUMS (IL0884),CHICAGO IL 60626 COOK ,HUD Accepted,Unavailable,06/18/2009,06/23/2009,427463
MALIBU EAST (001334),6033 N SHERIDANCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289335
MANOR HOMES (000936),CHICAGO IL 60625 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288967
MANOR HOMES OF MORSE AVE (001870),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289844
MAP FACTORY (000826),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288859
MARIGOLD PLACE (IL0743),CONDOMINIUMSCHICAGO IL 60649 COOK ,Accepted With Conditions,Unavailable,12/29/2008,12/31/2008,412646
MARINA TOWERS (000322),300 N STATECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288372
MARLBOROUGH (000889),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288921
MARSHFIELD PARK (000817),CHICAGO IL 60647 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288850
MCKINLEY PARK LOFTS CONDO (IL1071),CHICAGO IL 60609 COOK ,Accepted Without Conditions,Unavailable,02/05/2010,Unavailable,446843
MEDILL STREET LOFTS (000842),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288874
MENARD (001982),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289955
MENARD MANOR (IL1013),CHICAGO IL 60653 COOK ,HUD Accepted,Unavailable,10/28/2009,10/29/2009,440724
MERRICK PARK (IL0014),CHICAGO IL 60644 COOK ,Accepted Without Conditions,Unavailable,10/26/2004,Unavailable,347861
MERRICK PARK CONDOMINIUMS (IL0014),CHICAGO IL 60644 COOK ,Accepted Without Conditions,Unavailable,01/01/2003,Unavailable,337149
MERRILL VIEW CONDOMINIUMS (IL0218),7026-28 S MERRILL AVECHICAGO IL 60649 COOK ,Accepted Without Conditions,Unavailable,09/26/2005,09/27/2005,355242
METROPOLITAN CLUB (000990),CHICAGO IL 60653 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289015
METROPOLITAN PLACE (000953),CHICAGO IL 60606 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288981
MIA ESTATES (IL0857),CHICAGO IL 60618 COOK ,HUD Accepted,Unavailable,05/29/2009,Unavailable,425023
MIA ESTATES II (000030),CHICAGO IL 60618 COOK ,Accepted With Conditions,Unavailable,04/26/2011,05/10/2011,466064
MIA ESTATES II (000031),MIA ESTATES IICHICAGO IL 60618 COOK ,Accepted Without Conditions,Unavailable,04/26/2011,05/10/2011,466065
MICHAEL MANOR ON (IL0887),MONTICELLOCHICAGO IL 60647 COOK ,HUD Accepted,Unavailable,06/18/2009,06/23/2009,427483
MICHIANA CONDOMINIUMS (F10044),CHICAGO IL 60615 COOK ,Accepted Without Conditions,Unavailable,10/01/2000,10/02/2000,336323
MICHIGAN TERRACE (000921),CHICAGO IL 60615 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288953
MIDWAY (000988),CHICAGO IL 60621 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289013
MOHAWK NORTH CONDO (002416),CONDOCHICAGO IL 60610 COOK ,Accepted Without Conditions,Unavailable,08/05/2015,08/17/2015,542877
MONTROSE MANOR (000175),1723 W MONTROSECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288233
MOSER LOFT (000720),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288756
MOTOR ROW LOFT (IL1012),CONDOMINIUMSCHICAGO IL 60616 COOK ,HUD Accepted,Unavailable,10/29/2009,10/29/2009,440723
MOUNT GREENWOOD (000992),CHICAGO IL 60655 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289017
MUSEUM PARK LOFTS (IL0890),CONDOMINIUMCHICAGO IL 60602 COOK ,Accepted Without Conditions,Unavailable,06/18/2009,06/24/2009,427623
MUSEUM PARK PLACE (IL1003),SOUTHCHICAGO IL 60616 COOK ,HUD Accepted,Unavailable,10/22/2009,10/22/2009,440183
MUSEUM PARK PLACE SOUTH (002405),1901 S. CALUMETCHICAGO IL 60616 COOK ,Accepted Without Conditions,Unavailable,07/01/2015,07/21/2015,540531
NARRAGANSETT (000497),1640 E 50TH STCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288541
NEWGARD CONDOMINIUMS (IL1167),CHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,07/09/2010,Unavailable,453623
NEWPORT (000172),4800 S. CHICAGO BEACH DRCHICAGO IL 60607 -  0000 COOK ,Accepted Without Conditions,Unavailable,05/23/2016,05/23/2016,288230
NO. TEN LOFTS CONDOMINIUM (000293),ASSOCIATIONCHICAGO IL 60606 COOK ,Accepted With Conditions,Unavailable,04/26/2012,05/16/2012,480704
NO. TEN LOFTS CONDOMINIUM ASSN (000062),CHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,09/02/2011,09/06/2011,471883
NORTH PARK VILLAGE (010016),CHICAGO IL 60625 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290149
NORTH RIVERSIDE TERRACE (000901),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288933
NORTH SHERIDAN (000962),CHICAGO IL 60626 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288988
NORTH SHORE MANOR (002440),1325-33 W. NORTH SHORECHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,11/05/2015,11/05/2015,548511
NORTH TENEMENT SQUARE (000362),1512-14 E 68TH STCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288408
NORTH TOWN VILLAGE (IL1203),CONDOMINIUMCHICAGO IL 00000 COOK ,Accepted Without Conditions,Unavailable,09/21/2010,09/21/2010,456403
NORTHGATE PIER (000726),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288762
NORWOOD POINT (000563),5767 N NORTHWEST HWYCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288606
OAKFIELD NORTH (000737),2218 N NEWLAND AVECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288773
OAKWOOD COURT CONDOMINIUM (IL1105),CHICAGO IL 60603 COOK ,Accepted Without Conditions,Unavailable,04/07/2010,Unavailable,449023
OGLESBY (000728),2335-41 E 72NDCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288764
OGLESBY PLACE (000629),7014 S OGLESBYCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288669
OHIO WEST LOFTS (000257),CHICAGO IL 60612 COOK ,Accepted Without Conditions,Unavailable,04/24/2012,04/26/2012,480684
OLD TRIANGLE (001851),1051-53 N MILWAUKEECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289825
ONE EAST 14TH PLACE (IL0945),CONDOMINIUMSCHICAGO IL 60605 COOK ,Accepted Without Conditions,Unavailable,08/27/2009,08/28/2009,435143
ONE EAST 15TH PLACE (IL0509),CONDOMINIUMCHICAGO IL 60655 COOK ,Accepted Without Conditions,Unavailable,03/06/2008,03/10/2008,390523
ONE EAST SCOTT (000656),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288694
ONTARIO STREET LOFTS (000767),411-51 W ONTARIOCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288801
OZ PARK GARDENS CONDOMINIUM (000080),CHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,12/05/2011,02/16/2012,475445
PAPER PLACE LOFTOMINIUM (IL0164),CHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,02/23/2005,02/25/2005,350483
PARK (001009),7334 N HONORECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289031
PARK 1500 LOFTS CONDOMINIUM (000069),CHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,10/11/2011,10/12/2011,473665
PARK MANOR (000612),2415 W LUNTCHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,03/03/2009,Unavailable,288653
PARK MILLENNIUM CONDOMINIUM AS (000689),222 NORTH COLUMBUS DRIVECHICAGO IL 60601 COOK ,Accepted Without Conditions,Unavailable,08/07/2013,09/04/2013,504384
PARK PLACE CONDOMINIUM (IL1036),CHICAGO IL 60654 COOK ,Accepted Without Conditions,Unavailable,11/30/2009,12/01/2009,442823
PARK PLACE TOWER I (002190),CHICAGO IL 60613 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290131
PARK WEST CONDOMINIUM (002272),444 W FULLERTON PKWYCHICAGO IL 60614 COOKE ,Accepted Without Conditions,Unavailable,01/13/2014,01/29/2014,511064
PARKLAND (000747),1627 W TOUHYCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288782
PARKSIDE MANOR (000404),456-58 W ROSLYNCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288449
PARKSIDE MANOR CONDOMINIU (IL1123),CHICAGO IL 60651 COOK ,Accepted Without Conditions,Unavailable,04/29/2010,Unavailable,450183
PARKSIDE PLACE (010023),CHICAGO IL 60637 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,211870
PARKVIEW (000414),2201-11 E 67TH STCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288459
PARKVIEW CONDO (002411),7301-07 N WOLCOTTCHICAGO IL 60626 COOK ,Accepted Without Conditions,Unavailable,07/13/2015,08/05/2015,541531
PARKVIEW CONDOMINIUM (002508),NORTH CLARK STREETCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,05/18/2016,06/02/2016,561375
PARKVIEW CONDOMINIUMS OF (002108),111TH STREET ASSOCIATIONCHICAGO IL 60655 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290066
PARKWOOD CONDOMINIUM (002207),NORTH MAGNOLIA AVECHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,03/12/2013,03/19/2013,496866
PASADENA CONDO (002333),PASADENA CONDOCHICAGO IL 60614 COOK ,Accepted Without Conditions,Unavailable,09/17/2014,10/01/2014,523707
PAULINA (000672),4844-46 N PAULINACHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288708
PAULINA COURTS CONDOMINIUM (001022),CHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,07/27/2012,08/08/2012,484667
PAULINA GARDENS (001184),4044 N PAULINACHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,289195
PAULINA RIDGE (002528),5948-52 N PAULINACHICAGO IL 00000 COOK ,Accepted Without Conditions,Unavailable,08/04/2016,08/17/2016,566291
PETERSON LOFTS (000825),523 SOUTH PLYMOUTH COURTCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288858
PIERRE (000770),2100 LINCOLN PARK WESTCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288803
PILL HILL (000245),9248-54 S EUCLIDCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288298
PINNACLE LOFTS (000918),CHICAGO IL 60647 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288950
PLACE ERIE CONDOMINIUMS (001085),WEST ERIE STREETCHICAGO IL 60612 COOK ,Accepted Without Conditions,Unavailable,02/03/2015,03/11/2015,531090
PLANTATION (000237),4531 N GREENVIEWCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288291
POINTE 1900 ON STATE CONDO ASS (002439),1910 S STATE STREETCHICAGO IL 60606 COOK ,Accepted Without Conditions,Unavailable,11/05/2015,08/08/2016,548431
POST CARD PLACE (000881),1733-55 W.IRVING PARK RD.CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288913
PRAIRIE DISTRICT HOMES (002426),TOWER RESIDENCES CONDOMINIUMSCHICAGO IL 60616 COOK ,Accepted Without Conditions,Unavailable,09/15/2015,09/15/2015,545112
PRAIRIE DISTRICT LOFTS (IL0740),"CHICAGO, ILCHICAGO IL 60616 COOK ",Accepted Without Conditions,Unavailable,12/30/2008,12/30/2008,412564
PRATT ARTESIAN (000228),2415-25 W PRATTCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288282
PRATT SHORE (000338),1415 W PRATTCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288387
PRINTERS ROW LOFT (IL0691),CONDOMINIUMSCHICAGO IL 60605 COOK ,HUD Accepted,Unavailable,10/15/2008,10/15/2008,406943
PROUDFOOTE (000806),6201-05 N OAKLEY AT GRANCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288839
PROVENANCE CONDOMINIUM (IL0372),ASSOCIATIONCHICAGO IL 60640 COOK ,Accepted With Conditions,Unavailable,02/12/2007,02/20/2007,372764
QUADRANGLE (IL0017),CHICAGO IL 60680 COOK ,Accepted With Conditions,Unavailable,02/04/2003,Unavailable,337189
QUADRANGLE (IL0017),CHICAGO IL 60680 COOK ,Accepted With Conditions,Unavailable,02/04/2003,Unavailable,337295
RANDOLPH PLACE RESIDENCES (002355),N CANALCHICAGO IL 60606 COOK ,Accepted Without Conditions,Unavailable,11/26/2014,01/05/2015,527590
RAVENSWOOD COURT (002533),4515-4527 N WOLCOTT AVECHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,08/11/2016,08/24/2016,566552
RAVENSWOOD GARDENS (000800),2737 W LELANDCHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288833
RAVENSWOOD LOFTS (001289),CHICAGO IL 60657 COOK ,Accepted Without Conditions,Unavailable,09/12/2012,09/13/2012,487644
RAVENSWOOD PLACE (000927),CHICAGO IL 60625 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288959
RAVENSWOOD POINTE (002064),CHICAGO IL 60625 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290033
RAVENSWOOD STATION LOFTS (000758),4745 N RAVENSWOODCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288792
RAVINIA LOFTS (002175),CHICAGO IL 60616 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,290121
REDGATE COURT (000873),CHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288905
REGAL LOFTS IN LAKEVIEW (000970),CHICAGO IL 60614 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288995
REGENCY (000954),CHICAGO IL 60617 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288982
REGENCY BALMORAL CONDOMINIUM (000098),CHICAGO IL 60640 COOK ,Accepted Without Conditions,Unavailable,02/21/2012,03/09/2012,477824
REGENCY CONDOMINIUM AT (IL0106),RIDGE CENTERCHICAGO IL 60680 COOK ,HUD Accepted,Unavailable,04/29/2004,Unavailable,343580
RENAISSANCE @ ADDISON & ALBANY (000208),CHICAGO IL 60618 USA ,Accepted Without Conditions,Unavailable,04/16/2012,Unavailable,480165
RENAISSANCE AT KIMBARK (IL0580),CHICAGO IL 60637 COOK ,HUD Accepted,Unavailable,06/16/2008,06/16/2008,397403
RENAISSANCE PLACE (000034),AT HYDE PARKCHICAGO IL 60615 COOK ,HUD Accepted,Unavailable,05/12/2011,Unavailable,466943
RIDGE VILLAGE (000526),6426 N RIDGECHICAGO IL 60607 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,288569
RIDGELAND COURT (000729),7308-10 N RIDGELANDCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288765
RITCHIE COURT (000776),1313 RITCHIE COURTCHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288809
RIVER CITY CONDOMINIUM (002427),WELLS STREETCHICAGO IL 60607 COOK ,Accepted Without Conditions,Unavailable,09/04/2015,10/06/2015,546592
RIVER FRONT (002004),CHICAGO IL 60656 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289977
RIVER WEST VILLAGE LOFTS (000752),400 N RACINECHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288786
RIVER'S EDGE NO 1 (001965),CHICAGO IL 60630 -  0000 ,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,289938
RIVERA (000759),4619 N MAGNOLIACHICAGO IL 60607 -  0000 ,Accepted With Conditions,Unavailable,Unavailable,Unavailable,288793
