Condo Name (ID),Address,Status,Last Update,Request Received Date,Review Completion Date,id,detail_uri,index,lob_data_address_line1,lob_data_address_line2,lob_data_address_city,lob_data_address_state,lob_data_address_zip,lob_data_address_country,lob_data_object,lob_data_message
1000 WEST WASHINGTON LOFTS,1000 W WASHINGTON BLVD CHICAGO IL 60607 COOK,Accepted Without Conditions,Unavailable,01/08/2015,01/26/2015,002357,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_529550&_requestid=816752,7,1000 W WASHINGTON BLVD,"",CHICAGO,IL,60607-2137,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1001 MADISON,CHICAGO IL 60602 COOK,Accepted Without Conditions,Unavailable,07/27/2012,08/01/2012,001113,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_485024&_requestid=816752,7,1001 W MADISON ST,"",CHICAGO,IL,60607-2070,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
101 N PINE COURT,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000192,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288250&_requestid=816752,7,,,,,,,,
1015 W. JACKSON,1015 W JACKSON BLVD CHICAGO IL 60607 COOK,Accepted Without Conditions,Unavailable,05/02/2016,05/04/2016,002496,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_559791&_requestid=816752,7,1015 W JACKSON BLVD,"",CHICAGO,IL,60607-2913,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1020 NORTH MOZART,1020 N MOZART ST CHICAGO IL 60622 COOK,Accepted Without Conditions,Unavailable,12/16/2013,01/03/2014,002269,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_510127&_requestid=816752,7,1020 N MOZART ST,"",CHICAGO,IL,60622-1575,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1025 N. WOOD,ASSOCIATION CHICAGO IL 60622 COOK,Accepted Without Conditions,Unavailable,09/16/2013,10/01/2013,002252,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_506024&_requestid=816752,7,1025 N WOOD ST,"",CHICAGO,IL,60622-7460,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1045 W ALTGELD,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000323,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288373&_requestid=816752,7,1045 W ALTGELD ST,"",CHICAGO,IL,60614-2208,US,address,
1047 N. HONORE,CONDOMINIUM CHICAGO IL 60622 COOK,Accepted Without Conditions,Unavailable,03/09/2015,04/21/2015,002375,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_532590&_requestid=816752,7,1047 N HONORE ST,"",CHICAGO,IL,60622-3718,US,address,
105 N PINE COURT,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000193,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288251&_requestid=816752,7,,,,,,,,
1050 WEST DIVERSEY,1050 WEST DIVERSEY PARKWAY CHICAGO IL 60614 COOK,Accepted Without Conditions,Unavailable,02/19/2016,03/28/2016,002467,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_554552&_requestid=816752,7,1050 W DIVERSEY PKWY,"",CHICAGO,IL,60614-1317,US,address,
1058 -1060 WEST LAWRENCE,CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,10/16/2012,10/16/2012,001363,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_489404&_requestid=816752,7,,,,,,,,
111 N PINE COURT,CHICAGO IL 60607 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000183,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288241&_requestid=816752,7,,,,,,,,
1111 W PRATT,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000285,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288337&_requestid=816752,7,1111 W PRATT BLVD,"",CHICAGO,IL,60626-4403,US,address,
1115 S PLYMOUTH COURT,CHICAGO IL 60607 -  0000 COOK,HUD Accepted,Unavailable,09/14/2011,Unavailable,001504,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_289489&_requestid=816752,7,1115 S PLYMOUTH CT,"",CHICAGO,IL,60605-2060,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1120 ARMITAGE,CHICAGO IL 60607 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000872,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288904&_requestid=816752,7,1120 W ARMITAGE AVE,"",CHICAGO,IL,60614-4171,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1122-1124 WEST DIVERSEY,CONDOMINIUM ASSOCIATION CHICAGO IL 60614 COOK,Accepted Without Conditions,Unavailable,06/09/2014,06/17/2014,002307,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_518206&_requestid=816752,7,1122 W DIVERSEY PKWY # 1124,"",CHICAGO,IL,60614-1319,US,address,
1130-1134 WEST DIVERSEY,CONDOMINIUM ASSOCIATION CHICAGO IL 60614 COOK,Accepted Without Conditions,Unavailable,06/09/2014,06/23/2014,002308,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_518207&_requestid=816752,7,1130 W DIVERSEY PKWY # 1134,"",CHICAGO,IL,60614-9330,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1131 WEST ADDISON,1131 W ADDISON ST.CHICAGO IL 60613 COOK,Accepted Without Conditions,Unavailable,06/02/2015,06/02/2015,002395,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_538211&_requestid=816752,7,1131 W ADDISON ST,"",CHICAGO,IL,60613-3805,US,address,
120 WEST CHICAGO,CHICAGO IL 60302 COOK,Accepted Without Conditions,Unavailable,03/28/2012,Unavailable,000199,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_479546&_requestid=816752,7,120 CHICAGO AVE,"",OAK PARK,IL,60302-2448,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1212 N LASALLE,CHICAGO IL 60607 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000744,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288779&_requestid=816752,7,1212 N LA SALLE DR,"",CHICAGO,IL,60610-8027,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1216-1218 W SHERWIN,CHICAGO IL 60607 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000588,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288631&_requestid=816752,7,1216 W SHERWIN AVE # 1218,"",CHICAGO,IL,60626-2279,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1226 N. NOBLE,CHICAGO IL 60642 COOK,Accepted Without Conditions,Unavailable,01/05/2012,Unavailable,000088,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_476304&_requestid=816752,7,1226 N NOBLE ST,"",CHICAGO,IL,60642-3327,US,address,
1242 W JACKSON,1242 W JACKSON BLVD CHICAGO IL 60607 COOK,Accepted Without Conditions,Unavailable,01/28/2014,02/25/2014,002280,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_511846&_requestid=816752,7,1242 W JACKSON BLVD,"",CHICAGO,IL,60607-2989,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1244 NORTH WOOD,CHICAGO IL 60622 COOK,Accepted Without Conditions,Unavailable,10/14/2011,10/26/2011,000067,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_473404&_requestid=816752,7,1244 N WOOD ST,"",CHICAGO,IL,60622-3250,US,address,
1245 W OHIO AVENUE,1245 W OHIO ST CHICAGO IL 60622 COOK,Accepted Without Conditions,Unavailable,03/06/2014,04/23/2014,002288,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_513527&_requestid=816752,7,1245 W OHIO ST,"",CHICAGO,IL,60642-6426,US,address,
1248-1254 W THORNDALE,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000191,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288249&_requestid=816752,7,1248 W THORNDALE AVE # 1254,"",CHICAGO,IL,60660-3348,US,address,
1250 NORTH LASALLE,CHICAGO IL 60610 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000996,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_289020&_requestid=816752,7,1250 N LA SALLE DR,"",CHICAGO,IL,60610-1949,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1251-1265 W GRANVILLE AVE COND,1251 GRANVILLE AVE CHICAGO IL 60660 COOK,Accepted Without Conditions,Unavailable,05/02/2016,06/13/2016,002497,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_559851&_requestid=816752,7,1251 W GRANVILLE AVE,"",CHICAGO,IL,60660-1940,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1310-1312 E 54TH STREET,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000620,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288660&_requestid=816752,7,1310 E 54TH ST # 1312,"",CHICAGO,IL,60615-5306,US,address,
1322 W HURON,CHICAGO IL 60622 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000973,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288998&_requestid=816752,7,1322 W HURON ST,"",CHICAGO,IL,60642-5745,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1324 W PRATT,1324 W PRATT BLVD CHICAGO IL 60626 COOK,Accepted Without Conditions,Unavailable,09/02/2016,09/08/2016,002541,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_567752&_requestid=816752,7,1324 W PRATT BLVD,"",CHICAGO,IL,60626-5644,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1325-27 W. ALBION,CONDOMINIUM ASSOCIATION CHICAGO IL 60626 COOK,Accepted Without Conditions,Unavailable,04/15/2014,04/24/2014,002294,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_515428&_requestid=816752,7,1325 W ALBION AVE # 27,"",CHICAGO,IL,60626-4759,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
1343 GREENLEAF,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000123,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_187272&_requestid=816752,7,1343 W GREENLEAF AVE,"",CHICAGO,IL,60626-2916,US,address,
1400 MUSEUM PARK,CONDOMINIUMS CHICAGO IL 60605 COOK,HUD Accepted,Unavailable,12/17/2008,12/17/2008,IL0734,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_411823&_requestid=816752,7,,,,,,,,
1410 - 1412 W ARGYLE,CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,08/14/2012,08/14/2012,001190,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_485624&_requestid=816752,7,,,,,,,,
1410-1412 BRYN MAWR,1410-12 BRYN MAWR CHICAGO IL 60607 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000528,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288571&_requestid=816752,7,,,,,,,,
1416 N CAMPBELL,CHICAGO IL 60622 COOK,Accepted Without Conditions,Unavailable,02/22/2011,02/22/2011,000010,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_462923&_requestid=816752,7,1416 N CAMPBELL AVE,"",CHICAGO,IL,60622-1752,US,address,
1416 N NOBLE,CHICAGO IL 60622 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000925,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288957&_requestid=816752,7,1416 N NOBLE ST,"",CHICAGO,IL,60642-2365,US,address,
1417-19 W ARTHUR,1417-19 W ARTHUR CHICAGO IL 60626 COOK,Accepted Without Conditions,Unavailable,02/29/2016,03/09/2016,002468,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_554832&_requestid=816752,7,1417 W ARTHUR AVE # 19,"",CHICAGO,IL,60626-5049,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
