Condo Name (ID),Address,Status,Last Update,Request Received Date,Review Completion Date,id,detail_uri,index,lob_data_address_line1,lob_data_address_line2,lob_data_address_city,lob_data_address_state,lob_data_address_zip,lob_data_address_country,lob_data_object,lob_data_message
4454 SOUTH ST LAWRENCE,AVE CHICAGO IL 60616 COOK,HUD Accepted,Unavailable,03/10/2009,03/10/2009,IL0790,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_417723&_requestid=816752,7,,,,,,,,
4500-4502 NORTH DOVER,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000807,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288840&_requestid=816752,7,4500 N DOVER ST # 4502,"",CHICAGO,IL,60640-5579,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4515-4517 N ASHLAND,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000303,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288354&_requestid=816752,7,4515 N ASHLAND AVE # 4517,"",CHICAGO,IL,60640-5401,US,address,
4524 S. KING DRIVE,4524 S. KING DRIVE CHICAGO IL 60653 COOK,Accepted Without Conditions,Unavailable,07/24/2015,07/31/2015,002413,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_542131&_requestid=816752,7,4524 S KING DR,"",CHICAGO,IL,60653-4126,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4527-29 S PRAIRIE SKYLINE,CHICAGO IL 60680 COOK,Accepted With Conditions,Unavailable,01/23/2003,01/28/2003,IL0016,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_337294&_requestid=816752,7,,,,,,,,
453-455 N. GREEN,CHICAGO IL 60622 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,002027,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_289998&_requestid=816752,7,,,,,,,,
4545-47 N WOLCOTT,4545-47 N WOLCOTT AVE CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,08/05/2016,08/11/2016,002526,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_566012&_requestid=816752,7,4545 N WOLCOTT AVE # 47,"",CHICAGO,IL,60640-5206,US,address,
4546 N GREENVIEW,CHICAGO IL 60607 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000532,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288575&_requestid=816752,7,4546 N GREENVIEW AVE,"",CHICAGO,IL,60640-5409,US,address,
4616-20 NORTH KENMORE,CONDOMINIUMS CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,05/14/2008,05/15/2008,IL0561,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_395125&_requestid=816752,7,4616 N KENMORE AVE # 20,"",CHICAGO,IL,60640-7094,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4619 S PRAIRIE,CHICAGO IL 60653 COOK,Accepted With Conditions,Unavailable,01/23/2003,01/10/2003,IL0015,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_337157&_requestid=816752,7,4619 S PRAIRIE AVE,"",CHICAGO,IL,60653-4016,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4619 S PRAIRIE,CHICAGO IL 60653 COOK,Accepted With Conditions,Unavailable,01/23/2003,Unavailable,IL0015,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_337156&_requestid=816752,7,4619 S PRAIRIE AVE,"",CHICAGO,IL,60653-4016,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4626-4628 N KENMORE,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000194,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288252&_requestid=816752,7,4626 N KENMORE AVE # 4628,"",CHICAGO,IL,60640-6501,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4640 N KENMORE,CHICAGO IL 60607 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000284,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288336&_requestid=816752,7,4640 N KENMORE AVE,"",CHICAGO,IL,60640-5072,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4646-50 WINTHROP COMMONS,CONDOMINIUM CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,08/27/2009,08/28/2009,IL0944,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_435123&_requestid=816752,7,4646 N WINTHROP AVE # 50,"",CHICAGO,IL,60640-5032,US,address,
4649 MAGNOLIA,N. MAGNOLIA CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,01/07/2015,02/11/2016,002454,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_551814&_requestid=816752,7,4649 N MAGNOLIA AVE,"",CHICAGO,IL,60640-4940,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4719-21 SOUTH DREXEL,CHICAGO IL 60615 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,002063,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_290032&_requestid=816752,7,4719 S DREXEL BLVD # 21,"",CHICAGO,IL,60615-1701,US,address,
4720 S KING DRIVE,CHICAGO IL 60615 COOK,Accepted Without Conditions,Unavailable,08/09/2011,08/11/2011,000057,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_470967&_requestid=816752,7,4720 S KING DR,"",CHICAGO,IL,60615-1338,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4747 CHASE PARK COMMON,CONDOMINIUM CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,02/17/2010,02/25/2010,IL1075,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_447304&_requestid=816752,7,,,,,,,,
4750 N HERMITAGE,CONDOMINIUM CHICAGO IL 60640 COOK,Accepted With Conditions,Unavailable,03/13/2008,03/14/2008,IL0513,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_390843&_requestid=816752,7,4750 N HERMITAGE AVE,"",CHICAGO,IL,60640-7182,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4814 DAMEN,CHICAGO IL 60625 COOK,Accepted Without Conditions,Unavailable,08/24/2011,08/25/2011,000059,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_471563&_requestid=816752,7,4814 N DAMEN AVE,"",CHICAGO,IL,60625-4191,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4820 NORTH PAULINA,4820 N PAULINA CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,09/10/2015,09/23/2015,002425,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_544971&_requestid=816752,7,4820 N PAULINA ST,"",CHICAGO,IL,60640-4150,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4831-33 NORTH WINTHROP,CONDOMINIUM CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,07/26/2010,08/03/2010,IL1173,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_454564&_requestid=816752,7,4831 N WINTHROP AVE # 33,"",CHICAGO,IL,60640-6895,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4836-38 NORTH PAULINA,4836-38 NORTH PAULINA CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,02/19/2016,02/22/2016,002461,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_554291&_requestid=816752,7,4836 N PAULINA ST # 38,"",CHICAGO,IL,60640-4149,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4843 N HARDING,CONDOMINIUM CHICAGO IL 60625 COOK,HUD Accepted,Unavailable,11/14/2009,11/25/2009,IL1027,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_442484&_requestid=816752,7,4843 N HARDING AVE,"",CHICAGO,IL,60625-6209,US,address,
4852 PRAIRIE,4852-58 S PRAIRIE CHICAGO IL 60618 COOK,Accepted With Conditions,Unavailable,04/27/2006,05/01/2006,IL0280,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_360301&_requestid=816752,7,,,,,,,,
4908 - 4910 S. VINCENNES AVE.,4908 - 4910 S. VINCENNES AVE.CHICAGO IL 60615 COOK,Accepted Without Conditions,Unavailable,11/20/2012,12/17/2012,002083,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_491764&_requestid=816752,7,,,,,,,,
4910 N AVERS STREET,4910 N AVERS AVE CHICAGO IL 60625 COOK,Accepted Without Conditions,Unavailable,01/14/2013,02/13/2013,002197,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_493925&_requestid=816752,7,4910 N AVERS AVE,"",CHICAGO,IL,60625-4071,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4936 NORTH LINCOLN,4936 N LINCOLN AVE CHICAGO IL 60625 COOK,Accepted Without Conditions,Unavailable,11/22/2013,01/22/2014,002262,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_509304&_requestid=816752,7,4936 N LINCOLN AVE,"",CHICAGO,IL,60625-8185,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
4947-49 S PRAIRIE,CHICAGO IL 60615 COOK,Accepted With Conditions,Unavailable,10/20/2003,10/21/2003,IL0084,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_339035&_requestid=816752,7,,,,,,,,
4950 N. DAMEN,4950 N. DAMEN AVE CHICAGO IL 60629 COOK,Accepted Without Conditions,Unavailable,05/27/2016,05/31/2016,002511,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_561592&_requestid=816752,7,4950 N DAMEN AVE,"",CHICAGO,IL,60625-1415,US,address,
5000 CORNELL,CHICAGO IL 60607 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000448,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288492&_requestid=816752,7,5000 S CORNELL AVE,"",CHICAGO,IL,60615-3041,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
5010 WEST LAWRENCE,CONDOMINIUM ASSN CHICAGO IL 60630 COOK,Accepted Without Conditions,Unavailable,09/25/2009,09/28/2009,IL0973,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_437803&_requestid=816752,7,5010 W LAWRENCE AVE,"",CHICAGO,IL,60630-3845,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
5018 KENMORE,CHICAGO IL 60640 COOK,Accepted With Conditions,Unavailable,04/23/2010,Unavailable,IL1117,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_449663&_requestid=816752,7,5018 N KENMORE AVE,"",CHICAGO,IL,60640-4714,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
5021 S DREXEL,CHICAGO IL 60607 -  0000,Accepted With Conditions,Unavailable,Unavailable,Unavailable,000205,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288261&_requestid=816752,7,5021 S DREXEL BLVD,"",CHICAGO,IL,60615-2793,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
5026-5028 S MICHIGAN,CHICAGO IL 60607 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000485,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288529&_requestid=816752,7,5026 S MICHIGAN AVE # 5028,"",CHICAGO,IL,60615-2379,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
5051-5053 N. CLARK,CONDOMINIUM CHICAGO IL 60640 COOK,Accepted Without Conditions,Unavailable,11/02/2009,11/04/2009,IL1014,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_440823&_requestid=816752,7,5051 N CLARK ST # 5053,"",CHICAGO,IL,60640-7054,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
510 EAST OAKWOOD,CONDOMINIUMS CHICAGO IL 60653 COOK,Accepted Without Conditions,Unavailable,03/01/2006,03/01/2006,IL0252,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_357700&_requestid=816752,7,510 E OAKWOOD BLVD,"",CHICAGO,IL,60653-2327,US,address,"Default address: The address you entered was found but more information is needed (such as an apartment, suite, or box number) to match to a specific address."
5125-5131 S GREENWOOD,CHICAGO IL 60607 -  0000,Accepted Without Conditions,Unavailable,Unavailable,Unavailable,000180,https://vip.vba.va.gov/portal/VBAH/VBAHome/condopudsearch?paf_portalId=default&paf_communityId=100002&paf_pageId=500002&paf_dm=full&paf_gear_id=800001&paf_gm=content&paf_ps=_pm_800001%3Dview%26_md_800001%3Dview%26_rp_800001_cpbaction%3D1_viewPudDetails%26_ps_800001%3Dmaximized%26_st_800001%3Dmaximized%26_pid%3D800001%26_rp_800001_sortLetter%3D1_%26_rp_800001_singledetail%3D1_288238&_requestid=816752,7,5125 S GREENWOOD AVE # 5131,"",CHICAGO,IL,60615-3809,US,address,
